Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status,Metafield: custom.bh_concern [string],Metafield: custom.bh_gender [string],Metafield: custom.bh_segment [string],Metafield: custom.bh_score [integer],Metafield: custom.bh_follow_up [string]
magnesium-glycinate-gummies-menopause,Magnesium Glycinate Gummies for Perimenopause Care,"<b>Stressed, Anxious & Struggling to Sleep? </b> <br/> You might need MAGNESIUM! <br/> <br/>✨<b>Magnesium:  The Overlooked Key to Sleep, Stress & Anxiety Relief</b> ✨ <br/> Your body depends on it for",Be Bodywise,,Sleep,"sleep, Be Bodywise, sleep",TRUE,Title,Default Title,magnesium-glycinate-gummies-menopause,0,shopify,100,continue,manual,899,998,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/magnesium-glycinate-gummies-60n/Mg%20gummies%20thumbnail_4icbpe.jpg?tr=w-600,1,Magnesium Glycinate Gummies for Perimenopause Care,FALSE,Magnesium Glycinate Gummies for Perimenopause Care,,,,,,new,FALSE,,,,,,,g,,,TRUE,899,998,active,sleep,female,"female-18-25,female-25-35,female-35-plus",70,
hair-growth-serum-roll-on-xp4-3,Advanced Hair Growth Roll On 25mL Pack of 3,"<b> Did you know 8/10 women experience hair fall in addition to hair thinning? <br/> If you are struggling with the same, we have a better solution for you: <u><a href= https://bebodywise.com/product/",Be Bodywise,,Hair,"hair, kit of 2, rosemary, serum, roll on, kit, thinning, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-xp4-3,0,shopify,100,continue,manual,1399,1793,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-roll-on/Hair%20Growth%20Roll%20On_af6ryi.jpg?tr=w-600,1,Advanced Hair Growth Roll On 25mL Pack of 3,FALSE,Advanced Hair Growth Roll On 25mL Pack of 3,,,,,,new,FALSE,,,,,,,g,,,TRUE,1399,1793,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"kit of 2,rosemary,serum,roll on,kit,thinning"
hair-growth-serum-roll-on-keto-150ml,Dandruff Control and Hair Growth Kit,"<b>For women facing thinning hair, frizz and dry strands.<br/><br/> A flaky, itchy scalp can block nutrients and lead to hair thinning over time. This kit is designed to clear dandruff at the root and",Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-keto-150ml,0,shopify,100,continue,manual,1049,1092,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-roll-on-keto-150ml/Untitled%20%281%29_bn8sl7.jpg?tr=w-600,1,Dandruff Control and Hair Growth Kit,FALSE,Dandruff Control and Hair Growth Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,1049,1092,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,
hair-growth-serum-roll-on-peptide-shampoo,Hair Breakage Control and Growth Kit,"<b>For women facing hair thinning, breakage & damaged bonds<br/><br/>Thinning hair is often a sign of deeper damage like broken bonds and weak strands. This kit is designed to work at the root and str",Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-peptide-shampoo,0,shopify,100,continue,manual,1049,1092,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-roll-on-peptide-shampoo/3%20%283%29_5zf5oo.jpg?tr=w-600,1,Hair Breakage Control and Growth Kit,FALSE,Hair Breakage Control and Growth Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,1049,1092,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,
hair-growth-serum-roll-on-xp4-2,Advanced Hair Growth Roll On 25mL Pack of 2,"<b> Did you know 8/10 women experience hair fall in addition to hair thinning? <br/> If you are struggling with the same, we have a better solution for you: <u><a href= https://bebodywise.com/product/",Be Bodywise,,Hair,"hair, kit of 2, rosemary, serum, roll on, kit, thinning, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-serum-roll-on-xp4-2,0,shopify,100,continue,manual,999,1189,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-roll-on/Hair%20Growth%20Roll%20On_af6ryi.jpg?tr=w-600,1,Advanced Hair Growth Roll On 25mL Pack of 2,FALSE,Advanced Hair Growth Roll On 25mL Pack of 2,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1189,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"kit of 2,rosemary,serum,roll on,kit,thinning"
4-aha-bha-underarm-roll-on-pack-one,4% AHA BHA Underarm Roll on - Flora,<p>Want to feel fresh & <b>odour-free</b> all day?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-roll-on-pack-one,0,shopify,100,continue,manual,329,346,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/4-aha-bha-underarm-roll-on/UARO%20Flora%20Thumbnail_j8ooi5.jpg?tr=w-600,1,4% AHA BHA Underarm Roll on - Flora,FALSE,4% AHA BHA Underarm Roll on - Flora,,,,,,new,FALSE,,,,,,,g,,,TRUE,329,346,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,
4-aha-bha-underarm-roll-on-flora-xp,4% AHA BHA Underarm Roll On - 50 mL - Flora,<p>Want to feel fresh & <b>odour-free</b> all day?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-roll-on-flora-xp,0,shopify,100,continue,manual,329,346,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/4-aha-bha-underarm-roll-on/UARO%20Flora%20Thumbnail_j8ooi5.jpg?tr=w-600,1,4% AHA BHA Underarm Roll On - 50 mL - Flora,FALSE,4% AHA BHA Underarm Roll On - 50 mL - Flora,,,,,,new,FALSE,,,,,,,g,,,TRUE,329,346,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,
hair-growth-roll-on-new,Hair Growth Roll On,"<b> Did you know 8/10 women experience hair fall in addition to hair thinning? <br/> If you are struggling with the same, we have a better solution for you: <u><a href= https://bebodywise.com/product/",Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,hair-growth-roll-on-new,0,shopify,100,continue,manual,569,598,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/hair-growth-serum-roll-on/Hair%20Growth%20Roll%20On_af6ryi.jpg?tr=w-600,1,Hair Growth Roll On,FALSE,Hair Growth Roll On,,,,,,new,FALSE,,,,,,,g,,,TRUE,569,598,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,
4-aha-bha-underarm-roll-on-pack-two,4% AHA BHA Underarm Roll on (Pack of 2),<p>Want to feel fresh & <b>odour-free</b> all day?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, kit of 2, aha bha, roll on, kit, underarms, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-roll-on-pack-two,0,shopify,100,continue,manual,649,697,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_UARO_Flora_2x_ffze2n.jpg?tr=w-600,1,4% AHA BHA Underarm Roll on (Pack of 2),FALSE,4% AHA BHA Underarm Roll on (Pack of 2),,,,,,new,FALSE,,,,,,,g,,,TRUE,649,697,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,"kit of 2,aha bha,roll on,kit,underarms"
4-aha-bha-underarm-roll-on-pack-three,4% AHA BHA Underarm Roll on (Pack of 3),<p>Want to feel fresh & <b>odour-free</b> all day?🤩 <br/><br/>Our 4% AHA BHA Underarm Roll On is <b>100% safe</b> with <b>0% Alcohol</b> & <b>0% Aluminium</b>. It helps to: <br/><br/>🌟 <b> Control body o</p>,Be Bodywise,,Skin,"skin, kit of 3, aha bha, underarms, roll on, kit, Be Bodywise, skin",TRUE,Title,Default Title,4-aha-bha-underarm-roll-on-pack-three,0,shopify,100,continue,manual,899,1045,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_UARO_Flora_3x_hbp2hb.jpg?tr=w-600,1,4% AHA BHA Underarm Roll on (Pack of 3),FALSE,4% AHA BHA Underarm Roll on (Pack of 3),,,,,,new,FALSE,,,,,,,g,,,TRUE,899,1045,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,"kit of 3,aha bha,underarms,roll on,kit"
2-aha-body-wash-mini-free,2% AHA bodywash - 30 ml,<br><b>▶Deep cleanses skin</b>: Glycolic Acid in this AHA body wash deep cleanses pores by gently exfoliating dead skin cells and removing impurities. <br><b>▶Improves skin cell turnover</b>: Lactic A,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,2-aha-body-wash-mini-free,0,shopify,100,continue,manual,59,98,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/2-aha-body-wash-mini/Bottle%20fv%20%284%29%20%281%29_l4xw4l.png?tr=w-600,1,2% AHA bodywash - 30 ml,FALSE,2% AHA bodywash - 30 ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,59,98,active,skin,female,"female-18-25,female-25-35,female-35-plus",79,
30-urea-foot-roll-on,30% Urea Foot Roll On - 50ml,"<p>Meet our 30% Urea Foot & Heel Roll-On — the advanced solution for severe dryness and deep cracks, with the highest Urea concentration in the market! ✨<br/><br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,"urea,roll on,heels,foot"
Why You'll Love It:<br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔹 Softe</p>,Be Bodywise,,Skin,skin",urea,roll on,heels,foot,Be Bodywise,"skin,TRUE,Title,Default Title,30-urea-foot-roll-on,0,shopify,100,continue,manual,549,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/30-urea-foot-roll-on/image%20%2853%29_ic4tyd.png?tr=w-600,1,30% Urea Foot Roll On - 50ml,FALSE,30% Urea Foot Roll On - 50ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,549,,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-urea-lotion-xp,20% Urea Lotion - 300ml,<b>Your search for long-lasting hydration ends here! 💧</b><br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,"urea,lotion,dull-dry-skin,bestseller"
Meet <b>Be Bodywise 20% Urea Lotion</b> — India’s 1st <b>Triple Action Hydrating Lotion</b> for dry to very dry skin,"powered by <,Be Bodywise,,Skin,skin",urea,lotion,dull-dry-skin,bestseller,Be Bodywise,"skin,TRUE,Title,Default Title,20-urea-lotion-xp,0,shopify,100,continue,manual,549,596,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/20-urea-lotion-xp/AppThumbnail_20%25UreaLotion300ml_4nhfot.jpg?tr=w-600,1,20% Urea Lotion - 300ml,FALSE,20% Urea Lotion - 300ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,549,596,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-zpto-anti-dandruff-shampoo,1% ZPTO Anti-Dandruff Shampoo (200ml),"<p>Most anti-dandruff shampoos clear flakes but leave your <b>hair dry, frizzy, and dull. </b></br></br>Be Bodywise <b>1% ZPTO Anti Dandruff Shampoo </b>is clinically formulated to <b>eliminate flakes</b</p>",Be Bodywise,,Hair,"hair, zpto, climbazole, piroctone, olamine, shampoo, dandruff, Be Bodywise, hair",TRUE,Title,Default Title,1-zpto-anti-dandruff-shampoo,0,shopify,100,continue,manual,499,548,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/1-zpto-anti-dandruff-shampoo/AppThumbnail_ZPTO_Shampoo_fuuj4l.jpg?tr=w-600,1,1% ZPTO Anti-Dandruff Shampoo (200ml),FALSE,1% ZPTO Anti-Dandruff Shampoo (200ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,499,548,active,hair,female,"female-18-25,female-25-35,female-35-plus",70,"zpto,climbazole,piroctone,olamine,shampoo,dandruff"
body-exfoliation-pigmentation-kit,Body Exfoliation & Pigmentation Kit,"<p>This <b>Body Exfoliation & Pigmentation Kit </b>combines gentle exfoliation for <b>strawberry / chicken skin</b> with targeted repair for <b>pigmented elbows, neck & knees</b> to give you smoother, mo</p>",Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,body-exfoliation-pigmentation-kit,0,shopify,100,continue,manual,999,1097,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/body-exfoliation-pigmentation-kit/AppThumbnail_PRC_Glycolic%20%281%29_i8034d.jpg?tr=w-600,1,Body Exfoliation & Pigmentation Kit,FALSE,Body Exfoliation & Pigmentation Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1097,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,
triple-milk-deep-hydrating-bodywash-xp1,Triple Milk Deep Hydrating Body wash,<b>Dryness that just won’t quit?</b></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",81,
Meet Be Bodywise’s <b>Triple Milk Deep Hydrating Body Wash</b> for dry,tight skin.</br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✨ <b>What makes it different?</b></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔹<b>6% Triple Milk: </b>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,triple-milk-deep-hydrating-bodywash-xp1,0,shopify,100,continue,manual,499,548,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/triple-milk-deep-hydrating-bodywash/AppThumbnail_TripleMilkDeepHydrating_BW_hwyvut.jpg?tr=w-600,1,Triple Milk Deep Hydrating Body wash,FALSE,Triple Milk Deep Hydrating Body wash,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,548,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily-hydration-kit,Daily Hydration Kit,"<p>Give your skin everyday nourishment with the <b>Daily Hydration Kit</b> — a dermatologist-designed duo that gently cleanses, replenishes moisture, and supports a healthy skin barrier.</br></br>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,"dull-dry-skin,urea"
"✨<b>W</p>,Be Bodywise,,Skin,skin",dull-dry-skin,urea,Be Bodywise,"skin,TRUE,Title,Default Title,daily-hydration-kit,0,shopify,100,continue,manual,899,1096,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/daily-hydration-kit/AppThumbnail_10%25UreaLotion300ml_TripleMilk_bv9w5v.jpg?tr=w-600,1,Daily Hydration Kit,FALSE,Daily Hydration Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,899,1096,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advanced-urea-skin-heel-repair-kit-50ml,Advanced Urea Skin & Heel Repair Kit - 50ml,<p>Give your dry skin & cracked Heels the next level of care with the <b>Advanced Urea Skin & Heel Repair Kit</b> for long-lasting hydration & superior barrier repair! </br> </br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
"✨<b>Why Urea?</b> </br</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,advanced-urea-skin-heel-repair-kit-50ml,0,shopify,100,continue,manual,899,987,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_UreaKit_ce00s9.jpg?tr=w-600,1,Advanced Urea Skin & Heel Repair Kit - 50ml,FALSE,Advanced Urea Skin & Heel Repair Kit - 50ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,899,987,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salicylic-ceramide-bodywash-xp,1% Salicylic Ceramide Body Wash,<b>Body acne and dry skin?</b> Now you don’t have to choose.<br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
"Introducing <b>India’s first 2-in-1 bodywash</b> that treats body acne and dry skin. The dual pump exfoliates & repairs your skin',Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,salicylic-ceramide-bodywash-xp,0,shopify,100,continue,manual,499,548,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/salicylic-ceramide-bodywash/AppThumbnail_SalicylicCeramideBW%20NEW_2go7yi.jpg?tr=w-600,1,1% Salicylic Ceramide Body Wash,FALSE,1% Salicylic Ceramide Body Wash,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,548,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advanced-urea-skin-heel-repair-kit-xp1,Advanced Urea Skin & Heel Repair Kit,<p>Give your dry skin & cracked Heels the next level of care with the <b>Advanced Urea Skin & Heel Repair Kit</b> for long-lasting hydration & superior barrier repair! </br> </br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
"✨<b>Why Urea?</b> </br</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,advanced-urea-skin-heel-repair-kit-xp1,0,shopify,100,continue,manual,999,1135,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/advanced-urea-skin-heel-repair-kit-xp1/AppThumbnail_UreaKit_20UL_20Urea50_abxh3r.jpg?tr=w-600,1,Advanced Urea Skin & Heel Repair Kit,FALSE,Advanced Urea Skin & Heel Repair Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1135,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
body-acne-dry-skin-repair-kit,Body Acne & Dry Skin Repair Kit,"<p>Give your skin complete care with the <b> Body Acne & Dry Skin Repair Kit</b>- designed to clear bumps and deeply repair dry, rough skin. </br> </br>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
✨<b>Why This Combo?</b></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Body acne often coex</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,body-acne-dry-skin-repair-kit,0,shopify,100,continue,manual,899,987,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/body-acne-dry-skin-repair-kit/1%20Hero_eu1mjq.jpg?tr=w-600,1,Body Acne & Dry Skin Repair Kit,FALSE,Body Acne & Dry Skin Repair Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,899,987,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-aha-bha-underarm-roll-on-aqua,6% AHA BHA Underarm Roll On - 50 ml - Aqua,<p>Introducing the <b>6% AHA BHA Underarm Roll-On ✨</b>—Our most effective formula yet for odour control & undeararm pigmentation.<br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
Made with science-backed actives,"this <b>advanced formulatio</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,6-aha-bha-underarm-roll-on-aqua,0,shopify,100,continue,manual,399,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/6-aha-bha-underarm-roll-on-aqua/AppThumbnail_6%25UARO_Aqua_clekqk.jpg?tr=w-600,1,6% AHA BHA Underarm Roll On - 50 ml - Aqua,FALSE,6% AHA BHA Underarm Roll On - 50 ml - Aqua,,,,,,new,FALSE,,,,,,,g,,,TRUE,399,,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anti-dandruff-kit-250ml,Anti Dandruff Kit (250 ml),"<p>Upgrade your scalp care routine with the <b>Dandruff Pro Kit</b><br/>A complete solution for dealing with <b>stubborn dandruff</b><br/><br/>This 2-step kit <b> deeply cleanses, removes buildup, and re</p>",Be Bodywise,,Hair,"hair, Be Bodywise, hair",TRUE,Title,Default Title,anti-dandruff-kit-250ml,0,shopify,100,continue,manual,899,987,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/anti-dandruff-kit/SM%20ADS_87d9q1.jpg?tr=w-600,1,Anti Dandruff Kit (250 ml),FALSE,Anti Dandruff Kit (250 ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,899,987,active,hair,female,"female-18-25,female-25-35,female-35-plus",79,
10-niacinamide-body-lotion-sample-free,10% Niacinamide Lotion (30ml),<b>▶ Repairs moisture barrier: </b>Niacinamide & aloe assist in keeping the natural barrier of the skin healthy & repairing compromised barrier<br/><br/><b>▶ Reduces acne marks & blemishes: </b> 10% N,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,10-niacinamide-body-lotion-sample-free,0,shopify,100,continue,manual,59,98,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/10-niacinamide-body-lotion-sample/8__1__guU8Y_LOq.png?tr=w-600,1,10% Niacinamide Lotion (30ml),FALSE,10% Niacinamide Lotion (30ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,59,98,active,skin,female,"female-18-25,female-25-35,female-35-plus",78,
30-urea-foot-roll-on-75ml,30% Urea Foot Roll On 75 ml,"<p>Meet our 30% Urea Foot & Heel Roll-On — the advanced solution for severe dryness and deep cracks, with the highest Urea concentration in the market! ✨<br/><br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
Why You'll Love It:<br/><br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔹 Softe</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,30-urea-foot-roll-on-75ml,0,shopify,100,continue,manual,549,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/30-urea-foot-roll-on-75ml/AppThumbnail_30%25UFRO75ml_1a4h88.jpg?tr=w-600,1,30% Urea Foot Roll On 75 ml,FALSE,30% Urea Foot Roll On 75 ml,,,,,,new,FALSE,,,,,,,g,,,TRUE,549,,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-aha-bha-bodywash-700ml,5% AHA BHA Exfoliating Body Wash (700ml),<p>Looking for <b>one body wash that does it all?</b></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",70,
Meet the <b>Be Bodywise 5% AHA BHA Exfoliating Body Wash</b> for all your needs!`</br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
✨ Why You’ll Love It?</br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🔹<b>De-tans:</b> Helps r</p>,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,5-aha-bha-bodywash-700ml,0,shopify,100,continue,manual,699,794,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_EBW_ggg4l2.jpg?tr=w-600,1,5% AHA BHA Exfoliating Body Wash (700ml),FALSE,5% AHA BHA Exfoliating Body Wash (700ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,699,794,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sun-care-duo-head-to-toe,Sun Care Duo for Face and Body,<p>Head-to-toe SPF 50+ protection in one pack. Built with new-gen filters so you're protected end to end. </br></br><b>Why the duo</b></br> •SPF 50+ PA++++ broad-spectrum protection for face and body</br</p>,Be Bodywise,,Skin,"skin, Be Bodywise, skin",TRUE,Title,Default Title,sun-care-duo-head-to-toe,0,shopify,100,continue,manual,1098,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_SPF_ULSS%20%281%29_cv0igh.png?tr=w-600,1,Sun Care Duo for Face and Body,FALSE,Sun Care Duo for Face and Body,,,,,,new,FALSE,,,,,,,g,,,TRUE,1098,,active,skin,female,"female-18-25,female-25-35,female-35-plus",77,
body-de-tan-kit,De-Tan Kit,<b>Tired of tan that keeps coming back?</b> Meet the <b>Be Bodywise De-Tan Kit</b> - your 2-step routine to correct and protect stubborn tan.</br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skin,female,"female-18-25,female-25-35,female-35-plus",77,
☀️<b>Why you’ll love it:</b> </br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"💎<b>De-t,Be Bodywise,,Skin,skin",Be Bodywise,"skin,TRUE,Title,Default Title,body-de-tan-kit,0,shopify,100,continue,manual,900,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/body-de-tan-kit/AppThumbnail_EBW_SPF_700ml_g5bvm5.jpg?tr=w-600,1,De-Tan Kit,FALSE,De-Tan Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,900,,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pain-relief-roll-on,Pain Relief Roll On,<p>😩 <b>Still reaching for the same balm or ice pack and still in pain?</b><br/><br/><ul><li>❄️ <b>Instant Cooling Relief</b><br/>8% Menthol kicks in within seconds. It cools the area fast so you feel re</p>,Be Bodywise,,Skin,"skin, urea, heels, bestseller, bestseller_body, roll on, Be Bodywise, skin",TRUE,Title,Default Title,pain-relief-roll-on,0,shopify,100,continue,manual,599,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/AppThumbnail_UFRO_f5ttds.jpg?tr=w-600,1,Pain Relief Roll On,FALSE,Pain Relief Roll On,,,,,,new,FALSE,,,,,,,g,,,TRUE,599,,active,skin,female,"female-18-25,female-25-35,female-35-plus",70,"urea,heels,bestseller,bestseller_body,roll on"
